Phi [deg],data
-90,-6,-6,2,4,2,2,2,2,2,4,4,6,6,4,0,12,2,2,2,2
-88,4,4,0,4,6,4,2,2,4,4,4,4,4,2,2,2,6,2,2,0
-86,0,0,4,-8,2,4,4,4,0,0,0,-4,-8,-6,2,2,0,2,16,4
-84,12,4,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,4,4,2
-82,2,4,2,2,10,8,4,4,6,2,2,4,-4,-2,2,-2,-10,-4,2,2
-80,4,4,2,4,4,2,2,2,2,2,4,2,2,2,2,4,-2,-2,-4,2
-78,2,2,4,2,0,4,2,4,6,2,6,6,4,4,2,2,2,2,4,2
-76,2,2,2,2,4,-2,2,2,4,2,2,2,2,0,2,4,2,2,2,2
-74,4,2,0,4,0,2,4,2,2,2,4,2,2,2,4,4,2,2,0,2
-72,2,4,2,2,4,2,0,0,0,0,0,2,2,2,2,-4,-2,0,4,4
-70,4,2,2,2,2,2,2,2,2,6,24,2,2,4,2,0,0,0,0,2
-68,-2,-2,0,0,0,-2,0,0,0,-2,2,0,2,2,2,0,4,2,2,0
-66,0,0,0,0,10,-2,0,0,0,0,0,0,-2,2,-2,-2,-2,0,0,-2
-64,-2,2,2,-24,0,0,0,0,2,2,-2,0,2,0,2,-2,0,2,6,6
-62,-2,-2,-2,0,2,-2,-2,-4,-2,0,-2,2,-2,0,0,-2,0,0,-2,-2
-60,-2,-4,-20,-22,0,-2,-2,18,-2,-2,0,0,-2,-2,-2,-2,0,-2,-2,0
-58,-6,-6,-2,-2,-2,-2,-4,-4,-6,-2,-4,-2,-2,-4,0,-2,-4,-4,-4,-4
-56,-4,-4,-4,-2,-2,-6,-4,-6,-2,-2,0,-6,-4,-6,4,4,-4,-4,-6,-6
-54,-4,-4,2,4,-6,-6,-4,-4,-2,2,2,-6,-2,-4,-6,6,-4,-4,-4,4
-52,-4,-6,-6,-2,2,2,-2,-4,-2,-2,-2,-4,-2,-4,0,0,2,-4,-4,-2
-50,24,-2,-4,-4,-2,-2,-4,-4,-2,-4,-4,-4,0,-2,-4,0,-4,0,-2,-10
-48,-4,-4,-2,-2,-2,-2,-4,-4,-6,-4,-4,0,2,-2,-4,-4,-4,-2,-2,-4
-46,-2,4,-2,-4,4,6,-4,-4,-2,-2,-4,-2,-2,-4,-24,-26,-2,0,-4,-4
-44,-2,-2,-2,-2,4,4,-4,-4,-4,-2,-4,-2,-4,0,-4,-4,-4,0,4,-2
-42,-4,-2,-2,-6,-6,-4,-4,-4,-6,-2,-2,-2,-2,-4,0,-2,-2,-2,-2,-4
-40,-2,-4,-4,-4,-2,-4,-4,-2,6,-2,0,-10,-2,-2,-6,-4,-6,-8,-4,-6
-38,-6,-6,-6,-6,-10,-8,-6,-10,-6,-4,-8,-6,-4,-8,-6,-28,-8,-8,-6,-6
-36,-6,-4,-8,-6,-8,-6,-4,-4,-10,-6,-6,-6,-8,-6,-8,-8,-10,-6,-4,-8
