Phi [deg],data
-90,-63.0,-61.0,-61.0,-61.0,-63.0,-61.0,-63.0,-63.0,-63.0,-61.0,-59.0,-63.0,-63.0,-63.0,-63.0,-63.0,-61.0,-63.0,-63.0,-63.0
-88,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-71.0,-71.0,-63.0,-61.0,-61.0,-63.0,-59.0,-63.0,-63.0,-61.0,-63.0,-61.0
-86,-61.0,-61.0,-63.0,-63.0,-61.0,-61.0,-63.0,-63.0,-63.0,-61.0,-61.0,-61.0,-61.0,-63.0,-59.0,-63.0,-61.0,-63.0,-63.0,-63.0
-84,-63.0,-63.0,-63.0,-63.0,-63.0,-61.0,-61.0,-61.0,-63.0,-63.0,-61.0,-61.0,-61.0,-63.0,-61.0,-61.0,-63.0,-61.0,-67.0,-59.0
-82,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-65.0,-63.0,-63.0,-61.0,-63.0,-63.0,-61.0,-63.0,-61.0,-63.0
-80,-63.0,-63.0,-61.0,-63.0,-63.0,-63.0,-67.0,-67.0,-61.0,-61.0,-65.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-69.0
-78,-69.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-89.0,-63.0,-63.0,-65.0,-63.0,-63.0,-63.0,-63.0,-63.0,-69.0,-69.0,-63.0,-63.0
-76,-63.0,-63.0,-61.0,-63.0,-63.0,-61.0,-63.0,-61.0,-63.0,-61.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-61.0,-63.0,-63.0
-74,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-69.0,-63.0,-69.0,-71.0,-69.0,-61.0,-63.0,-63.0,-61.0,-63.0,-61.0,-63.0
-72,-63.0,-63.0,-67.0,-65.0,-63.0,-61.0,-63.0,-69.0,-63.0,-67.0,-69.0,-63.0,-63.0,-63.0,-61.0,-61.0,-61.0,-63.0,-63.0,-63.0
