Phi [deg],data
-90,-59.0,-59.0,-63.0,-63.0,-63.0,-61.0,-61.0,-61.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-61.0,-61.0,-63.0,-63.0,-63.0,-63.0
-88,-61.0,-63.0,-63.0,-61.0,-65.0,-63.0,-65.0,-63.0,-63.0,-63.0,-61.0,-63.0,-63.0,-61.0,-61.0,-61.0,-61.0,-63.0,-63.0,-63.0
-86,-65.0,-63.0,-63.0,-63.0,-61.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-67.0,-63.0,-63.0,-65.0,-63.0,-63.0,-61.0
-84,-63.0,-61.0,-65.0,-63.0,-65.0,-63.0,-63.0,-63.0,-63.0,-63.0,-65.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-65.0,-65.0,-63.0
-82,-65.0,-63.0,-65.0,-63.0,-63.0,-65.0,-65.0,-63.0,-65.0,-63.0,-63.0,-65.0,-63.0,-65.0,-67.0,-65.0,-65.0,-65.0,-65.0,-63.0
-80,-65.0,-65.0,-67.0,-87.0,-67.0,-63.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-67.0,-61.0,-63.0,-65.0,-67.0
-78,-67.0,-67.0,-67.0,-67.0,-65.0,-65.0,-65.0,-65.0,-63.0,-63.0,-65.0,-67.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-67.0
-76,-65.0,-65.0,-67.0,-67.0,-67.0,-65.0,-65.0,-65.0,-67.0,-65.0,-67.0,-67.0,-65.0,-65.0,-65.0,-67.0,-65.0,-65.0,-67.0,-67.0
-74,-65.0,-67.0,-61.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-65.0,-67.0,-65.0,-67.0,-67.0,-65.0,-67.0,-65.0
-72,-65.0,-67.0,-61.0,-61.0,-65.0,-67.0,-67.0,-67.0,-65.0,-67.0,-65.0,-67.0,-65.0,-67.0,-67.0,-67.0,-67.0,-65.0,-67.0,-67.0
-70,-67.0,-67.0,-67.0,-65.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-65.0,-67.0,-67.0,-67.0,-67.0,-63.0,-63.0,-63.0,-63.0
-68,-67.0,-65.0,-67.0,-65.0,-67.0,-67.0,-67.0,-65.0,-67.0,-65.0,-69.0,-67.0,-61.0,-67.0,-65.0,-67.0,-67.0,-65.0,-65.0,-67.0
-66,-67.0,-65.0,-67.0,-65.0,-67.0,-67.0,-67.0,-65.0,-67.0,-65.0,-67.0,-61.0,-67.0,-65.0,-67.0,-67.0,-67.0,-67.0,-67.0,-63.0
-64,-61.0,-65.0,-67.0,-67.0,-65.0,-65.0,-67.0,-67.0,-65.0,-65.0,-67.0,-67.0,-67.0,-65.0,-67.0,-73.0,-67.0,-65.0,-67.0,-65.0
-62,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-67.0,-65.0,-67.0,-65.0,-65.0,-65.0,-65.0,-67.0,-67.0,-65.0,-63.0
-60,-65.0,-67.0,-65.0,-65.0,-67.0,-67.0,-63.0,-65.0,-65.0,-61.0,-65.0,-65.0,-65.0,-65.0,-67.0,-67.0,-65.0,-67.0,-65.0,-67.0
-58,-65.0,-67.0,-65.0,-65.0,-67.0,-65.0,-65.0,-65.0,-65.0,-65.0,-67.0,-67.0,-65.0,-67.0,-63.0,-61.0,-65.0,-65.0,-65.0,-65.0
-56,-65.0,-67.0,-65.0,-65.0,-65.0,-65.0,-65.0,-61.0,-61.0,-67.0,-65.0,-89.0,-65.0,-65.0,-65.0,-67.0,-65.0,-65.0,-67.0,-65.0
-54,-67.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-63.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-61.0,-61.0,-65.0,-65.0,-59.0,-65.0
-52,-65.0,-65.0,-65.0,-63.0,-65.0,-65.0,-63.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-61.0,-61.0,-63.0,-65.0,-65.0,-65.0
-50,-65.0,-65.0,-63.0,-65.0,-65.0,-65.0,-67.0,-63.0,-63.0,-65.0,-63.0,-63.0,-65.0,-65.0,-65.0,-65.0,-63.0,-65.0,-65.0,-65.0
